func,3D_ID,3D_m_z,3D_RetTime,3D_Mobility,3D_Intensity,3D_m_z_uncal,3D_TC,3D_omegaC,3D_z,3D_omegaD
2,1973,732.37256,30.25068,65.8,42948,732.37256,4.5,-1,1,-1,
2,1974,732.87537,30.25268,65.7,22386,732.87537,4.5,-1,1,-1,
2,1975,775.38715,30.27637,57.4,19370,775.38715,3.95,-1,1,-1,
2,1976,731.8705,30.27975,66,53958,731.8705,4.57,-1,1,-1,
2,1977,733.3746,30.29192,65.2,20224,733.3746,4.5,-1,1,-1,
2,1978,371.099,30.2944,47.8,67007,371.099,3.27,-1,1,-1,
2,1979,598.30536,30.30087,53.4,10611,598.30536,3.68,-1,1,-1,
2,1980,430.26218,30.30436,41.5,32644,430.26218,2.86,-1,1,-1,
2,1981,429.92883,30.31265,41.4,35469,429.92883,2.86,-1,1,-1,
2,1982,780.92365,30.31658,70.3,26576,780.92365,4.85,-1,1,-1,
2,1983,733.7033,30.32425,58.4,17664,733.7033,4.02,-1,1,-1,
2,1984,671.8114,30.38667,59.3,24746,671.8114,4.09,-1,1,-1,
2,1985,671.3076,30.4137,59.5,42551,671.3076,4.09,-1,1,-1,
2,1986,371.09848,30.54823,47.5,82923,371.09848,3.27,-1,1,-1,
2,1987,355.0664,30.55435,43.6,94171,355.0664,3,-1,1,-1,
2,1988,429.92773,30.57637,41.4,10774,429.92773,2.86,-1,1,-1,
2,1989,934.4791,30.69135,85,44283,934.4791,5.87,-1,1,-1,
2,1990,934.9858,30.69142,84.9,42156,934.9858,5.8,-1,1,-1,
